sgrna_id	Gene	library0	R0_0	R1_0
18048	neutral_4034	461	573	461
18049	essential_436	198	101	105
18050	neutral_4034	138	147	151
18051	neutral_4035	200	151	249
18052	essential_436	135	123	70
18053	neutral_4035	316	302	351
18054	neutral_4035	58	26	51
18055	neutral_4035	71	93	122
18056	neutral_4036	321	298	382
18057	neutral_4036	270	247	278
18058	neutral_4036	100	64	135
18059	neutral_4036	242	207	290
18060	neutral_4037	221	226	188
18061	neutral_4037	283	414	300
18062	neutral_4037	173	182	165
18063	neutral_4037	113	100	96
18064	neutral_4038	90	36	59
18065	neutral_4038	751	634	704
18066	neutral_4038	189	200	226
18067	neutral_4038	69	60	36
18068	essential_436	257	64	23
18069	neutral_4039	431	482	555
18070	neutral_4039	380	249	336
18071	neutral_4039	250	306	245
18072	neutral_4039	170	194	125
18073	neutral_4040	215	241	197
18074	neutral_4040	97	73	70
18075	neutral_4040	467	614	511
18076	neutral_4040	166	298	132
18077	essential_437	340	68	111
18078	neutral_4041	263	350	280
18079	neutral_4041	191	181	186
18080	neutral_4041	57	74	47
18081	neutral_4041	227	254	218
18082	neutral_4042	635	530	661
18083	neutral_4042	342	277	346
18084	neutral_4042	375	381	310
18085	neutral_4042	207	215	250
18086	neutral_4043	160	219	189
18087	neutral_4043	83	94	53
18088	neutral_4043	464	515	367
18089	neutral_4043	96	139	132
18090	essential_437	281	19	20
18091	neutral_4044	758	877	695
18092	neutral_4044	165	142	79
18093	neutral_4044	163	167	254
18094	neutral_4044	129	78	161
18095	neutral_4045	313	394	273
18096	neutral_4045	79	57	104
18097	essential_437	715	436	487
18098	neutral_4045	116	112	77
18099	essential_437	279	262	246
18100	essential_438	49	3	0
18101	essential_438	245	81	77
18102	neutral_4045	235	94	207
18103	neutral_4046	351	306	364
18104	neutral_4046	535	670	555
18105	neutral_4046	281	222	349
18106	neutral_4046	122	89	95
18107	neutral_4047	101	82	126
18108	neutral_4047	226	232	156
18109	neutral_4047	516	613	579
18110	neutral_4047	311	358	381
18111	neutral_4048	394	280	311
18112	neutral_4048	781	807	770
18113	neutral_4048	324	290	282
18114	essential_438	140	102	104
18115	neutral_4048	147	205	223
18116	neutral_4049	117	105	131
18117	neutral_4049	163	117	167
18118	neutral_4049	347	436	210
18119	neutral_4049	207	171	225
18120	neutral_4050	1263	1294	1083
18121	neutral_4050	726	623	795
18122	essential_438	319	231	221
18123	neutral_4050	1407	1342	1482
18124	neutral_4050	797	923	690
18125	neutral_4051	1407	1345	1516
18126	neutral_4051	116	130	69
18127	neutral_4051	1168	977	1116
18128	neutral_4051	1040	916	1233
18129	neutral_4052	184	157	144
18130	neutral_4052	327	292	276
18131	neutral_4052	181	168	188
18132	neutral_4052	790	888	831
18133	neutral_4053	951	957	1342
18134	neutral_4053	491	547	430
18135	essential_439	627	167	201
18136	neutral_4053	275	247	337
18137	essential_439	167	198	87
18138	neutral_4053	193	81	222
18139	neutral_4054	748	799	630
18140	neutral_4054	253	139	302
18141	neutral_4054	216	286	197
18142	neutral_4054	103	105	58
18143	neutral_4055	561	652	718
18144	essential_439	81	78	67
18145	neutral_4055	193	206	214
18146	neutral_4055	317	306	317
18147	neutral_4055	724	790	709
18148	neutral_4056	310	387	278
18149	neutral_4056	377	573	406
18150	neutral_4056	107	83	124
18151	neutral_4056	409	539	412
18152	neutral_4057	187	193	275
18153	essential_439	192	44	10
18154	neutral_4057	412	457	357
18155	neutral_4057	111	54	88
18156	neutral_4057	322	311	246
18157	neutral_4058	89	68	60
18158	neutral_4058	207	180	278
18159	neutral_4058	64	64	49
18160	neutral_4058	283	339	374
18161	neutral_4059	172	235	222
18162	neutral_4059	121	61	128
18163	neutral_4059	159	143	131
18164	neutral_4059	1526	1339	1456
18165	neutral_4060	469	542	467
18166	neutral_4060	136	94	185
18167	neutral_4060	85	77	98
18168	neutral_4060	289	187	313
18169	neutral_4061	180	158	173
18170	neutral_4061	523	410	464
18171	neutral_4061	147	92	180
18172	neutral_4061	142	99	148
18173	neutral_4062	213	179	250
18174	neutral_4062	119	117	99
18175	neutral_4062	3134	3096	2743
18176	growthsupressing_41	573	1135	1254
18177	essential_440	263	156	66
18178	neutral_4062	425	476	413
18179	neutral_4063	855	873	727
18180	neutral_4063	189	99	149
18181	neutral_4063	1034	1104	1109
18182	essential_440	166	66	96
18183	neutral_4063	358	466	385
18184	neutral_4064	81	49	135
18185	neutral_4064	234	287	255
18186	neutral_4064	310	204	289
18187	neutral_4064	146	118	210
18188	neutral_4065	595	607	607
18189	neutral_4065	516	590	432
18190	neutral_4065	140	111	102
18191	neutral_4065	265	321	208
18192	growthsupressing_41	810	6116	6180
18193	neutral_4066	286	284	265
18194	neutral_4066	202	238	279
18195	neutral_4066	886	973	865
18196	neutral_4066	181	214	204
18197	neutral_4067	346	357	319
18198	neutral_4067	122	156	113
18199	neutral_4067	114	135	134
18200	neutral_4067	119	115	143
18201	essential_440	77	24	17
18202	neutral_4068	628	689	478
18203	neutral_4068	357	310	409
18204	essential_440	274	175	279
18205	neutral_4068	1062	1045	928
18206	neutral_4068	362	254	294
18207	growthsupressing_41	390	614	672
18208	neutral_4069	132	196	158
18209	neutral_4069	488	365	458
18210	neutral_4069	387	408	327
18211	neutral_4069	149	187	160
18212	neutral_4070	357	384	321
18213	neutral_4070	642	746	648
18214	essential_441	167	4	9
18215	neutral_4070	378	331	284
18216	neutral_4070	113	63	102
18217	neutral_4071	207	241	171
18218	neutral_4071	86	87	29
18219	neutral_4071	140	188	228
18220	essential_441	41	2	0
18221	neutral_4071	407	314	342
18222	essential_441	260	53	64
18223	neutral_4072	363	415	389
18224	neutral_4072	328	308	301
18225	neutral_4072	519	489	445
18226	neutral_4072	380	433	454
18227	neutral_4073	546	603	572
18228	neutral_4073	485	476	498
18229	neutral_4073	119	136	160
18230	neutral_4073	812	983	840
18231	growthsupressing_42	342	636	703
18232	neutral_4074	1118	959	1059
18233	neutral_4074	268	228	242
18234	neutral_4074	69	75	43
18235	neutral_4074	56	96	91
18236	neutral_4075	401	435	374
18237	neutral_4075	194	181	249
18238	neutral_4075	329	349	346
18239	neutral_4075	217	232	231
18240	neutral_4076	111	148	172
18241	neutral_4076	109	141	181
18242	neutral_4076	998	1130	976
18243	neutral_4076	210	119	158
18244	neutral_4077	1100	1206	1207
18245	neutral_4077	542	456	472
18246	neutral_4077	386	504	445
18247	neutral_4077	95	73	28
18248	neutral_4078	880	831	875
18249	neutral_4078	185	181	197
18250	neutral_4078	31	8	11
18251	neutral_4078	194	226	136
18252	neutral_4079	230	307	253
18253	neutral_4079	292	259	286
18254	neutral_4079	980	1056	1043
18255	neutral_4079	120	136	185
18256	essential_441	245	22	43
18257	neutral_4080	654	625	729
18258	neutral_4080	188	139	226
18259	neutral_4080	223	181	230
18260	neutral_4080	238	190	265
18261	neutral_4081	286	260	256
18262	neutral_4081	246	272	297
18263	neutral_4081	979	1016	1120
18264	neutral_4081	192	202	296
18265	neutral_4082	426	500	567
18266	neutral_4082	344	283	385
18267	neutral_4082	798	747	694
18268	neutral_4082	314	275	342
18269	neutral_4083	262	264	254
18270	neutral_4083	948	1099	922
18271	neutral_4083	339	323	359
18272	neutral_4083	357	489	410
18273	neutral_4084	816	818	800
18274	neutral_4084	746	739	955
18275	growthsupressing_42	122	307	240
18276	neutral_4084	82	76	42
18277	neutral_4084	244	233	181
18278	neutral_4085	177	286	191
18279	neutral_4085	1047	952	910
18280	neutral_4085	84	60	74
18281	neutral_4085	964	927	985
18282	essential_442	509	278	245
18283	neutral_4086	1129	1192	983
18284	neutral_4086	359	345	477
18285	neutral_4086	1098	1235	1193
18286	neutral_4086	592	589	814
18287	essential_442	284	97	100
18288	neutral_4087	70	120	90
18289	neutral_4087	425	492	350
18290	neutral_4087	1139	1007	1151
18291	neutral_4087	198	182	176
18292	neutral_4088	283	233	254
18293	neutral_4088	231	190	206
18294	essential_442	396	69	79
18295	neutral_4088	229	293	134
18296	neutral_4088	172	154	180
18297	neutral_4089	302	414	277
18298	essential_442	91	39	29
18299	neutral_4089	111	173	118
18300	neutral_4089	151	152	162
18301	neutral_4089	281	251	337
18302	neutral_4090	238	254	165
18303	neutral_4090	755	872	836
18304	neutral_4090	564	570	375
18305	neutral_4090	245	249	216
18306	essential_443	171	124	92
18307	neutral_4091	108	100	91
18308	neutral_4091	331	350	365
18309	essential_443	116	8	9
18310	neutral_4091	331	345	307
18311	neutral_4091	173	134	130
18312	neutral_4092	214	256	263
18313	neutral_4092	219	182	266
18314	neutral_4092	580	672	539
18315	neutral_4092	228	240	213
18316	neutral_4093	46	16	12
18317	neutral_4093	653	550	480
18318	neutral_4093	604	604	638
18319	neutral_4093	316	299	256
18320	neutral_4094	316	215	243
18321	neutral_4094	441	409	505
18322	neutral_4094	132	166	134
18323	neutral_4094	238	165	193
18324	neutral_4095	329	242	347
18325	neutral_4095	153	266	162
18326	neutral_4095	135	206	194
18327	neutral_4095	326	227	437
18328	neutral_4096	112	122	103
18329	neutral_4096	220	178	269
18330	essential_443	172	59	37
18331	neutral_4096	203	153	211
18332	neutral_4096	342	493	372
18333	neutral_4097	528	486	623
18334	neutral_4097	593	612	681
18335	neutral_4097	959	812	960
18336	neutral_4097	350	297	320
18337	neutral_4098	424	441	437
18338	neutral_4098	40	60	17
18339	neutral_4098	431	411	558
18340	neutral_4098	183	181	185
18341	neutral_4099	199	234	203
18342	neutral_4099	192	136	232
18343	neutral_4099	199	151	112
18344	neutral_4099	178	122	227
18345	neutral_4100	452	535	431
18346	neutral_4100	116	125	139
18347	neutral_4100	388	340	385
18348	neutral_4100	282	185	190
18349	neutral_4101	200	245	189
18350	essential_443	475	63	103
18351	neutral_4101	130	167	113
18352	neutral_4101	206	157	215
18353	essential_444	93	21	22
18354	neutral_4101	339	237	391
18355	neutral_4102	165	137	167
18356	neutral_4102	105	91	96
18357	neutral_4102	2078	2655	2005
18358	neutral_4102	366	420	336
18359	neutral_4103	229	134	148
18360	neutral_4103	257	294	315
18361	neutral_4103	470	503	477
18362	neutral_4103	251	252	189
18363	neutral_4104	659	645	597
18364	essential_444	59	60	44
18365	neutral_4104	230	202	235
18366	neutral_4104	149	174	111
18367	neutral_4104	199	170	157
18368	neutral_4105	367	496	385
18369	neutral_4105	666	805	677
18370	neutral_4105	355	216	365
18371	neutral_4105	1218	1192	1263
18372	essential_444	462	125	86
18373	neutral_4106	171	172	125
18374	neutral_4106	530	664	546
18375	neutral_4106	400	393	450
18376	neutral_4106	274	346	293
18377	neutral_4107	174	167	200
18378	essential_444	144	18	26
18379	neutral_4107	332	291	249
18380	neutral_4107	443	543	421
18381	neutral_4107	514	687	701
18382	neutral_4108	164	247	208
18383	essential_445	492	157	174
18384	neutral_4108	301	376	272
18385	essential_445	1418	1072	1009
18386	neutral_4108	231	151	197
18387	essential_445	76	1	3
18388	neutral_4108	32	35	43
18389	neutral_4109	235	381	212
18390	neutral_4109	1236	1071	1301
18391	neutral_4109	38	54	51
18392	neutral_4109	65	69	118
18393	neutral_4110	938	827	979
18394	neutral_4110	579	551	429
18395	neutral_4110	669	769	866
18396	neutral_4110	302	368	295
18397	neutral_4111	257	194	221
18398	neutral_4111	45	98	73
18399	neutral_4111	120	94	205
18400	neutral_4111	336	321	367
18401	essential_445	75	17	23
18402	growthsupressing_42	732	1371	1119
18403	neutral_4112	214	175	169
18404	essential_446	212	23	54
18405	neutral_4112	756	821	807
18406	neutral_4112	757	669	705
18407	neutral_4112	419	473	364
18408	neutral_4113	238	379	311
18409	neutral_4113	753	759	630
18410	neutral_4113	519	499	454
18411	neutral_4113	312	246	228
18412	neutral_4114	414	451	356
18413	essential_446	402	282	218
18414	neutral_4114	705	816	825
18415	neutral_4114	245	261	272
18416	neutral_4114	329	300	362
18417	neutral_4115	95	45	80
18418	neutral_4115	65	55	42
18419	neutral_4115	557	449	596
18420	neutral_4115	2115	2194	2016
18421	essential_446	243	113	190
18422	essential_446	171	17	32
18423	neutral_4116	334	401	358
18424	neutral_4116	283	248	188
18425	essential_447	158	25	48
18426	neutral_4116	925	761	895
18427	neutral_4116	470	388	596
18428	neutral_4117	627	576	689
18429	neutral_4117	74	79	28
18430	neutral_4117	590	692	508
18431	neutral_4117	215	212	152
18432	neutral_4118	364	328	318
18433	neutral_4118	338	289	342
18434	neutral_4118	228	329	257
18435	neutral_4118	60	74	106
18436	neutral_4119	481	527	494
18437	neutral_4119	118	70	74
18438	neutral_4119	611	710	483
18439	neutral_4119	218	204	240
18440	neutral_4120	485	457	426
18441	neutral_4120	592	600	613
18442	neutral_4120	115	142	126
18443	neutral_4120	738	981	713
18444	neutral_4121	57	57	43
18445	neutral_4121	644	657	617
18446	neutral_4121	677	680	635
18447	neutral_4121	144	136	190
18448	neutral_4122	159	129	254
18449	neutral_4122	453	441	408
18450	neutral_4122	171	131	172
18451	neutral_4122	283	220	328
18452	neutral_4123	449	427	418
18453	neutral_4123	58	95	19
18454	essential_447	141	38	39
18455	neutral_4123	119	142	59
18456	neutral_4123	454	387	343
18457	neutral_4124	172	210	118
18458	neutral_4124	1528	1410	1526
18459	neutral_4124	344	199	285
18460	neutral_4124	759	586	792
18461	neutral_4125	277	363	284
18462	neutral_4125	183	178	131
18463	essential_447	234	68	108
18464	neutral_4125	331	308	270
18465	neutral_4125	1463	1507	1334
18466	essential_447	333	247	295
18467	neutral_4126	412	303	312
18468	neutral_4126	262	337	274
18469	neutral_4126	290	201	207
18470	neutral_4126	352	270	400
18471	neutral_4127	429	409	349
18472	neutral_4127	173	123	186
18473	neutral_4127	649	596	722
18474	neutral_4127	1498	1533	1698
18475	neutral_4128	145	134	149
18476	neutral_4128	1148	1217	1003
18477	neutral_4128	731	794	758
18478	neutral_4128	117	127	136
18479	neutral_4129	457	574	526
18480	neutral_4129	258	240	227
18481	neutral_4129	560	516	533
18482	neutral_4129	101	113	137
18483	essential_448	447	294	304
18484	neutral_4130	489	378	488
18485	neutral_4130	112	72	136
18486	neutral_4130	389	459	343
18487	neutral_4130	41	33	67
18488	neutral_4131	125	178	161
18489	neutral_4131	211	144	208
18490	neutral_4131	285	196	227
18491	neutral_4131	131	83	164
18492	neutral_4132	202	154	218
18493	neutral_4132	279	203	313
18494	essential_448	93	39	41
18495	neutral_4132	485	449	454
18496	neutral_4132	380	303	391
18497	neutral_4133	240	248	277
18498	neutral_4133	178	117	203
18499	neutral_4133	275	267	227
18500	neutral_4133	329	233	378
18501	neutral_4134	191	186	131
18502	neutral_4134	278	211	286
18503	neutral_4134	243	335	226
18504	neutral_4134	74	80	109
18505	essential_448	1385	577	484
18506	essential_448	53	31	15
18507	neutral_4135	370	353	410
18508	neutral_4135	252	180	332
18509	neutral_4135	75	53	103
18510	neutral_4135	369	291	271
18511	neutral_4136	179	228	270
18512	neutral_4136	310	366	242
18513	neutral_4136	103	106	162
18514	essential_449	242	189	239
18515	neutral_4136	272	265	351
18516	neutral_4137	295	321	340
18517	essential_449	113	6	7
18518	neutral_4137	142	129	134
18519	neutral_4137	131	137	118
18520	neutral_4137	1047	1054	987
18521	neutral_4138	472	525	600
18522	neutral_4138	515	500	468
18523	neutral_4138	244	213	280
18524	essential_449	523	189	246
18525	neutral_4138	556	728	552
18526	neutral_4139	75	45	145
18527	neutral_4139	789	978	843
18528	neutral_4139	160	115	103
18529	neutral_4139	494	437	446
18530	neutral_4140	217	201	197
18531	neutral_4140	1524	1420	1357
18532	neutral_4140	347	322	424
18533	neutral_4140	326	309	417
18534	neutral_4141	368	421	332
18535	neutral_4141	210	256	300
18536	neutral_4141	103	74	51
18537	neutral_4141	838	827	912
18538	neutral_4142	789	755	808
18539	essential_449	434	105	86
18540	neutral_4142	146	62	151
18541	neutral_4142	237	181	192
18542	neutral_4142	87	167	53
18543	neutral_4143	600	741	624
18544	neutral_4143	98	71	60
18545	neutral_4143	167	129	192
18546	neutral_4143	892	832	858
18547	essential_450	202	29	21
18548	essential_450	102	24	21
18549	essential_450	487	286	264
18550	neutral_4144	429	452	502
18551	neutral_4144	748	808	664
18552	essential_450	2487	2222	2177
18553	neutral_4144	664	662	752
18554	neutral_4144	181	201	142
18555	neutral_4145	145	105	215
18556	neutral_4145	532	574	633
18557	neutral_4145	228	213	259
18558	neutral_4145	212	187	305
18559	neutral_4146	593	497	583
18560	neutral_4146	299	365	359
18561	neutral_4146	280	303	237
18562	neutral_4146	100	48	128
18563	neutral_4147	1108	946	1174
18564	neutral_4147	351	380	346
18565	neutral_4147	116	131	129
18566	neutral_4147	613	693	545
18567	neutral_4148	45	65	54
18568	neutral_4148	141	130	128
18569	neutral_4148	230	267	137
18570	neutral_4148	1061	1084	1166
18571	neutral_4149	109	159	68
18572	neutral_4149	207	152	182
18573	neutral_4149	255	289	246
18574	neutral_4149	138	116	161
18575	neutral_4150	107	135	141
18576	neutral_4150	313	254	257
18577	neutral_4150	125	85	74
18578	neutral_4150	305	206	297
18579	neutral_4151	206	256	218
18580	neutral_4151	363	256	393
18581	neutral_4151	377	285	402
18582	neutral_4151	769	847	755
18583	neutral_4152	685	622	655
18584	neutral_4152	698	689	690
18585	neutral_4152	648	686	770
18586	neutral_4152	146	170	85
18587	neutral_4153	411	383	300
18588	neutral_4153	445	353	474
18589	neutral_4153	957	919	855
18590	neutral_4153	208	191	170
18591	neutral_4154	384	416	374
18592	neutral_4154	728	799	760
18593	neutral_4154	80	67	113
18594	neutral_4154	256	246	307
18595	neutral_4155	1396	1384	1616
18596	neutral_4155	492	395	463
18597	neutral_4155	1206	1227	1427
18598	essential_451	357	179	107
18599	neutral_4155	484	637	549
18600	neutral_4156	264	229	282
18601	neutral_4156	225	245	215
18602	neutral_4156	126	101	107
18603	neutral_4156	182	167	160
18604	neutral_4157	733	779	785
18605	neutral_4157	95	124	76
18606	neutral_4157	181	184	217
18607	neutral_4157	673	608	670
18608	neutral_4158	453	634	547
18609	neutral_4158	65	33	46
18610	neutral_4158	495	472	467
18611	neutral_4158	422	391	413
18612	essential_451	1393	1091	1210
18613	neutral_4159	106	188	157
18614	essential_451	1890	1940	2100
18615	neutral_4159	147	77	189
18616	neutral_4159	1746	1595	1936
18617	neutral_4159	315	275	310
18618	neutral_4160	606	501	669
18619	essential_451	277	27	35
18620	neutral_4160	178	224	213
18621	neutral_4160	146	151	137
18622	neutral_4160	251	199	176
18623	neutral_4161	217	258	134
18624	neutral_4161	112	146	114
18625	neutral_4161	578	672	423
18626	neutral_4161	75	64	79
18627	neutral_4162	406	361	279
18628	neutral_4162	627	636	617
18629	neutral_4162	99	114	65
18630	neutral_4162	430	508	477
18631	neutral_4163	33	49	35
18632	neutral_4163	48	13	7
18633	essential_452	74	2	4
18634	neutral_4163	278	331	331
18635	neutral_4163	73	83	51
18636	neutral_4164	810	745	908
18637	neutral_4164	2816	2826	2987
18638	neutral_4164	82	114	95
18639	essential_452	128	23	33
18640	neutral_4164	601	625	565
18641	neutral_4165	1220	1144	1154
18642	neutral_4165	297	344	250
18643	neutral_4165	798	734	798
18644	neutral_4165	187	179	240
18645	neutral_4166	186	225	215
18646	neutral_4166	523	453	581
18647	neutral_4166	113	108	157
18648	essential_452	346	51	52
18649	neutral_4166	214	234	173
18650	neutral_4167	195	197	166
18651	neutral_4167	214	267	257
18652	essential_452	205	43	24
18653	essential_453	530	143	189
18654	neutral_4167	215	220	198
18655	neutral_4167	295	238	233
18656	neutral_4168	118	191	133
18657	essential_453	53	2	24
18658	essential_453	170	26	12
18659	neutral_4168	592	555	742
18660	neutral_4168	444	490	472
18661	neutral_4168	639	570	529
18662	neutral_4169	291	291	280
18663	essential_453	187	30	26
18664	neutral_4169	438	531	487
18665	neutral_4169	424	532	478
18666	neutral_4169	212	226	289
18667	neutral_4170	164	193	171
18668	neutral_4170	289	328	271
18669	neutral_4170	856	828	883
18670	neutral_4170	356	444	458
18671	neutral_4171	390	249	361
18672	neutral_4171	69	70	64
18673	neutral_4171	252	341	246
18674	neutral_4171	884	781	922
18675	neutral_4172	52	41	30
18676	growthsupressing_42	822	1687	1510
18677	neutral_4172	550	605	516
18678	neutral_4172	61	60	53
18679	neutral_4172	66	36	118
18680	neutral_4173	42	12	13
18681	neutral_4173	897	891	1168
18682	neutral_4173	94	39	114
18683	neutral_4173	223	221	279
18684	neutral_4174	169	199	196
18685	neutral_4174	109	54	109
18686	neutral_4174	490	500	413
18687	neutral_4174	175	207	197
18688	neutral_4175	24	20	5
18689	neutral_4175	566	596	643
18690	neutral_4175	374	360	388
18691	neutral_4175	74	89	65
18692	neutral_4176	93	84	79
18693	neutral_4176	190	243	231
18694	neutral_4176	380	449	370
18695	neutral_4176	248	175	210
18696	neutral_4177	133	131	218
18697	neutral_4177	87	81	82
18698	neutral_4177	266	305	270
18699	essential_454	189	84	94
18700	neutral_4177	224	235	241
18701	neutral_4178	410	252	455
18702	neutral_4178	200	216	175
18703	neutral_4178	376	249	431
18704	neutral_4178	1130	858	1291
18705	neutral_4179	462	391	576
18706	neutral_4179	1122	915	1144
18707	neutral_4179	194	209	164
18708	neutral_4179	331	403	234
18709	neutral_4180	237	274	250
18710	neutral_4180	282	348	306
18711	neutral_4180	310	452	412
18712	essential_454	441	49	114
18713	neutral_4180	730	749	614
18714	neutral_4181	146	157	80
18715	neutral_4181	158	93	183
18716	neutral_4181	406	371	353
18717	neutral_4181	650	740	566
18718	neutral_4182	124	84	85
18719	neutral_4182	502	372	450
18720	neutral_4182	331	432	436
18721	neutral_4182	220	184	344
18722	neutral_4183	875	904	783
18723	essential_454	268	63	103
18724	neutral_4183	89	72	113
18725	neutral_4183	540	660	590
18726	neutral_4183	371	440	284
18727	neutral_4184	64	71	35
18728	neutral_4184	246	250	257
18729	neutral_4184	194	109	156
18730	neutral_4184	165	128	157
18731	neutral_4185	93	102	92
18732	neutral_4185	1133	1177	1038
18733	neutral_4185	361	497	397
18734	neutral_4185	224	204	189
18735	neutral_4186	754	782	776
18736	neutral_4186	168	357	264
18737	neutral_4186	120	148	153
18738	neutral_4186	283	304	331
18739	neutral_4187	558	605	582
18740	neutral_4187	270	275	360
18741	neutral_4187	79	43	126
18742	neutral_4187	328	353	302
18743	neutral_4188	24	13	47
18744	neutral_4188	166	159	162
18745	neutral_4188	442	381	391
18746	neutral_4188	180	248	207
18747	neutral_4189	264	191	175
18748	neutral_4189	281	273	311
18749	neutral_4189	406	496	405
18750	neutral_4189	80	81	33
18751	neutral_4190	549	433	626
18752	neutral_4190	257	301	197
18753	neutral_4190	614	532	644
18754	neutral_4190	319	339	346
18755	neutral_4191	685	678	707
18756	neutral_4191	177	103	162
18757	neutral_4191	673	631	525
18758	neutral_4191	123	188	58
18759	neutral_4192	240	267	279
18760	neutral_4192	102	64	133
18761	neutral_4192	476	521	405
18762	essential_454	682	156	176
18763	essential_455	135	14	14
18764	neutral_4192	42	21	61
18765	neutral_4193	598	499	480
18766	neutral_4193	552	527	465
18767	neutral_4193	994	964	1053
18768	neutral_4193	228	245	232
18769	neutral_4194	115	112	153
18770	neutral_4194	162	102	158
18771	neutral_4194	661	554	656
18772	neutral_4194	377	330	486
18773	neutral_4195	160	125	190
18774	neutral_4195	158	181	147
18775	neutral_4195	145	117	194
18776	neutral_4195	244	256	213
18777	neutral_4196	227	203	312
18778	neutral_4196	224	279	246
18779	neutral_4196	213	209	318
18780	neutral_4196	904	882	1035
18781	neutral_4197	179	209	188
18782	neutral_4197	63	44	75
18783	neutral_4197	1863	1960	1911
18784	neutral_4197	427	489	436
18785	neutral_4198	381	366	429
18786	neutral_4198	859	822	857
18787	neutral_4198	299	353	235
18788	neutral_4198	1406	1432	1548
18789	neutral_4199	438	278	536
18790	neutral_4199	278	248	188
18791	neutral_4199	214	191	138
18792	neutral_4199	188	109	181
18793	neutral_4200	1981	2030	2094
18794	neutral_4200	105	126	149
18795	neutral_4200	520	662	434
18796	neutral_4200	404	336	393
18797	neutral_4201	77	53	51
18798	essential_455	206	36	38
18799	neutral_4201	101	154	67
18800	neutral_4201	327	415	329
18801	neutral_4201	751	877	623
18802	essential_455	414	51	43
18803	neutral_4202	120	103	113
18804	neutral_4202	146	109	127
18805	neutral_4202	176	169	193
18806	neutral_4202	123	86	61
18807	neutral_4203	488	483	603
18808	neutral_4203	34	86	108
18809	neutral_4203	229	268	181
18810	neutral_4203	145	166	173
18811	neutral_4204	561	535	568
18812	neutral_4204	201	183	133
18813	neutral_4204	165	153	120
18814	essential_455	645	83	89
18815	essential_456	146	57	59
18816	neutral_4204	49	85	26
18817	neutral_4205	650	688	598
18818	neutral_4205	105	119	144
18819	essential_456	801	138	110
18820	neutral_4205	286	241	235
18821	neutral_4205	679	688	725
18822	essential_456	599	353	509
18823	neutral_4206	108	85	61
18824	neutral_4206	202	237	184
18825	neutral_4206	483	402	509
18826	essential_456	78	9	14
18827	essential_457	31	5	5
18828	neutral_4206	417	420	464
18829	neutral_4207	1171	1187	1118
18830	neutral_4207	502	556	472
18831	neutral_4207	170	88	221
18832	growthsupressing_43	234	504	756
18833	neutral_4207	1202	1072	1230
18834	neutral_4208	319	426	364
18835	neutral_4208	291	155	316
18836	neutral_4208	172	204	200
18837	essential_457	114	57	27
18838	neutral_4208	259	303	275
18839	neutral_4209	679	693	718
18840	essential_457	131	8	27
18841	neutral_4209	281	316	300
18842	growthsupressing_43	168	1299	854
18843	neutral_4209	312	389	295
18844	neutral_4209	213	225	205
18845	neutral_4210	191	272	213
18846	neutral_4210	800	865	823
18847	neutral_4210	290	336	235
18848	neutral_4210	260	278	190
18849	neutral_4211	301	276	306
18850	neutral_4211	977	881	1026
18851	neutral_4211	1319	1286	1424
18852	neutral_4211	490	348	397
18853	neutral_4212	162	161	193
18854	neutral_4212	230	212	218
18855	neutral_4212	482	517	444
18856	neutral_4212	832	787	1018
18857	neutral_4213	274	358	320
18858	neutral_4213	344	318	314
18859	neutral_4213	594	622	527
18860	neutral_4213	150	198	181
18861	neutral_4214	71	37	80
18862	neutral_4214	1025	919	1060
18863	neutral_4214	541	575	515
18864	neutral_4214	33	21	0
18865	neutral_4215	155	231	138
18866	neutral_4215	270	263	282
18867	essential_457	510	555	452
18868	neutral_4215	216	232	192
18869	neutral_4215	396	338	493
18870	neutral_4216	404	419	434
18871	neutral_4216	333	434	366
18872	neutral_4216	20	12	38
18873	neutral_4216	874	740	815
18874	neutral_4217	26	2	11
18875	neutral_4217	493	393	529
18876	neutral_4217	1152	1288	1081
18877	neutral_4217	295	245	368
18878	essential_458	942	582	654
18879	neutral_4218	383	386	356
18880	neutral_4218	410	372	510
18881	neutral_4218	1103	999	1125
18882	neutral_4218	373	272	407
18883	neutral_4219	197	253	197
18884	neutral_4219	151	171	103
18885	neutral_4219	177	290	163
18886	neutral_4219	161	136	207
18887	neutral_4220	594	727	793
18888	neutral_4220	314	319	274
18889	neutral_4220	541	602	690
18890	neutral_4220	241	178	272
18891	neutral_4221	271	285	282
18892	neutral_4221	272	284	381
18893	neutral_4221	224	317	185
18894	neutral_4221	772	668	737
18895	essential_458	368	156	235
18896	neutral_4222	91	93	144
18897	neutral_4222	321	441	350
18898	neutral_4222	373	333	328
18899	essential_458	967	540	570
18900	neutral_4222	293	343	196
18901	neutral_4223	2573	2827	2307
18902	neutral_4223	83	83	19
18903	neutral_4223	328	466	249
18904	neutral_4223	142	178	108
18905	neutral_4224	244	234	239
18906	neutral_4224	130	100	107
18907	neutral_4224	142	115	162
18908	neutral_4224	576	629	599
18909	neutral_4225	264	230	329
18910	neutral_4225	191	217	199
18911	neutral_4225	179	190	140
18912	neutral_4225	145	277	182
18913	neutral_4226	254	325	259
18914	neutral_4226	165	171	133
18915	neutral_4226	1211	1222	1231
18916	essential_458	155	68	48
18917	neutral_4226	557	554	429
18918	neutral_4227	320	271	281
18919	neutral_4227	179	191	150
18920	neutral_4227	440	402	345
